hw-ow-hw 43.276 104.520   # AMBER 1 TIP3P_water
n3-nh-n3 107.251 110.980   # SOURCE3 1
n4-nh-n4 104.809 108.360   # SOURCE3 1
na-nh-na 107.947 112.010   # SOURCE3 1
hn-n-hn 39.011 117.950   # SOURCE3_SOURCE5 619 1.1004
nh-nh-nh 107.672 112.230   # SOURCE3 1
hn-n-i 37.457 117.240   # SOURCE3 2 0.4435
hn-n-n2 61.294 119.080   # SOURCE3_SOURCE5 133 1.1985
hn-n-n3 60.078 117.240   # SOURCE4_SOURCE5 85 1.3614
hn-n-n4 60.201 112.680   # SOURCE3 3 1.9746
hn-n-n 61.137 113.200   # SOURCE3_SOURCE5 44 1.5099
hn-n-na 60.720 114.350   # SOURCE3_SOURCE5 14 1.6595
hn-n-nc 62.278 115.420   # SOURCE4_SOURCE5 34 0.6814
hn-n-nh 61.240 113.210   # SOURCE4_SOURCE5 34 1.4195
hn-n-no 59.968 110.110   # SOURCE3 1
hn-n-o 66.701 116.320   # SOURCE3 2 0.0175
n-nh-o 111.046 115.630   # SOURCE3 1
hn-n-oh 61.737 110.740   # SOURCE4_SOURCE5 106 1.1526
no-nh-no 110.729 108.550   # SOURCE3 1
hn-n-os 61.835 110.010   # SOURCE4_SOURCE5 28 0.8603
hn-n-p2 53.625 118.050   # SOURCE3 7 3.0564
hn-n-p3 52.013 119.630   # SOURCE3 2
hn-n-p4 54.129 115.710   # SOURCE3 1
hn-n-p5 55.227 113.610   # SOURCE4_SOURCE5 12 0.8598
hn-n-s4 41.853 112.460   # SOURCE3 1
hn-n-s 41.432 114.920   # SOURCE3 2 0.0260
hn-n-s6 43.193 112.560   # SOURCE4_SOURCE5 18 0.6934
hn-n-sh 42.490 114.910   # SOURCE3 1
hn-n-ss 42.420 115.600   # SOURCE3 3 0.6414
hn-n-sy 43.301 112.330   # SOURCE4_SOURCE5 87 0.6324
oh-nh-oh 109.556 106.270   # SOURCE3 1
o-nh-o 111.924 128.060   # SOURCE3 1
os-nh-os 110.145 105.270   # SOURCE3 1
p2-nh-p2 103.624 127.330   # SOURCE3 2 2.7857
p3-nh-p3 101.470 125.080   # SOURCE3 1
p5-nh-p5 110.643 112.760   # SOURCE3 1
s4-nh-s4 64.290 112.390   # SOURCE3 1
s6-nh-s6 64.034 120.270   # SOURCE3 1
sh-nh-sh 63.979 119.000   # SOURCE3 1
s-nh-s 61.323 118.730   # SOURCE3 1
ss-nh-ss 63.871 119.250   # SOURCE3 1
i-n-i 66.144 118.200   # SOURCE3 1
n2-n-n2 108.745 116.890   # SOURCE3 1
n3-n-n3 104.883 117.940   # SOURCE3 1
n4-n-n4 105.215 112.690   # SOURCE3 1
na-n-na 104.916 117.380   # SOURCE3 1
nc-n-nc 109.009 116.410   # CORR 2
nc-n-p2 102.805 117.210   # CORR 2
nc-n-pc 102.474 117.210   # CORR 2
nd-n-nd 109.009 116.410   # CORR 2
nd-n-p2 102.805 117.210   # CORR 2
nd-n-pd 102.474 117.210   # CORR 2
nh-n-nh 106.329 115.180   # SOURCE3 1
n-n-n 106.384 114.620   # SOURCE3 1
no-n-no 105.383 108.660   # SOURCE3 1
br-no-o 72.469 113.190   # SOURCE3 2
c1-no-o 89.075 116.630   # SOURCE3 6
c2-no-o 86.856 117.670   # SOURCE3_SOURCE5 49 0.7530
c3-no-o 83.512 116.930   # SOURCE3_SOURCE5 182 0.7108
ca-no-o 85.942 117.760   # SOURCE3_SOURCE5 886 0.2929
cc-no-o 87.737 117.490   # SOURCE4_SOURCE5 624 0.5662
cl-no-o 86.532 115.080   # SOURCE3 2
c-no-o 83.834 115.260   # SOURCE3 1
hn-no-o 67.449 115.490   # SOURCE3 2
oh-n-oh 109.825 107.260   # SOURCE3 1
i-no-o 70.372 116.310   # SOURCE3 2
n1-no-o 112.600 115.000   # HF/6-31G* 1
n2-no-o 110.021 116.520   # SOURCE2_SOURCE5 17 2.4833
n3-no-o 111.860 116.770   # SOURCE3_SOURCE5 35 0.4158
n4-no-o 111.250 109.000   # SOURCE3 2
na-no-o 110.472 115.570   # SOURCE3_SOURCE5 29 0.5293
nh-no-o 112.798 116.080   # SOURCE3_SOURCE5 32 0.8573
n-no-o 109.317 115.590   # SOURCE3_SOURCE5 14 0.7108
no-no-o 91.614 112.380   # SOURCE3 4
o-n-o 113.464 128.610   # SOURCE3 3 1.0626
o-no-o 116.649 125.080   # SOURCE4_SOURCE5 1464 0.8585
o-no-oh 112.426 114.700   # SOURCE3 2
o-no-os 111.586 114.760   # SOURCE3_SOURCE5 147 2.2227
o-no-p2 103.970 117.380   # SOURCE3 20 0.8083
o-no-p3 98.510 116.780   # SOURCE3 6 0.4929
o-no-p4 97.206 116.640   # SOURCE3 6 0.0089
o-no-p5 99.077 116.690   # SOURCE3 8 0.4507
o-no-s4 71.457 114.490   # SOURCE3 6 0.5674
o-no-s6 72.259 114.390   # SOURCE3 6 0.8311
o-no-s 80.020 119.810   # SOURCE3 4 0.0042
o-no-sh 78.649 116.100   # SOURCE3 2
o-no-ss 77.822 115.580   # SOURCE3 6 0.5860
os-n-os 109.989 106.530   # SOURCE3 1
p2-n-p2 103.580 119.620   # SOURCE3 1
p3-n-p3 106.372 108.730   # SOURCE3 3 0.2591
p4-n-p4 108.671 108.550   # SOURCE3 1
p5-n-p5 114.341 99.990   # SOURCE3 1
pc-n-pc 103.163 119.620   # SOURCE3 1
pd-n-pd 103.163 119.620   # SOURCE3 1
s4-n-s4 63.214 113.750   # SOURCE3 1
s6-n-s6 63.403 119.680   # SOURCE3 1
sh-n-sh 63.230 119.030   # SOURCE3 1
s-n-s 60.100 126.000   # SOURCE3 1
ss-n-ss 63.451 118.490   # SOURCE3 1
br-oh-ho 43.172 101.600   # SOURCE3 1
c1-oh-ho 51.954 108.760   # SOURCE3 1
c2-oh-ho 51.795 107.630   # SOURCE3_SOURCE5 86 1.5038
c3-oh-ho 49.027 107.260   # SOURCE3_SOURCE5 7781 0.7665
ca-oh-ho 50.712 108.580   # SOURCE3_SOURCE5 3580 0.7052
cc-oh-ho 51.627 107.120   # CORR_SOURCE5 226 1.6427
cd-oh-ho 51.627 107.120   # CORR_SOURCE5 226 1.6427
ce-oh-ho 51.587 106.830   # CORR_SOURCE5 48 1.2629
cf-oh-ho 51.587 106.830   # CORR_SOURCE5 48 1.2629
c-oh-ho 51.617 106.550   # SOURCE3_SOURCE5 2765 1.0627
cl-oh-ho 50.601 102.400   # SOURCE2 1
cx-oh-ho 51.376 106.170   # SOURCE3 3 0.0644
cy-oh-ho 49.289 107.690   # SOURCE4_SOURCE5 21 0.5952
f-oh-ho 64.650 96.800   # SOURCE2 1
ho-oh-ho 42.178 106.490   # SOURCE2_SOURCE5 23 1.3050
ho-oh-i 37.979 107.980   # SOURCE3 2
ho-oh-n1 66.474 107.810   # HF/6-31G* 1
ho-oh-n2 63.987 103.090   # SOURCE3_SOURCE5 185 1.2900
ho-oh-n3 63.233 102.260   # SOURCE3_SOURCE5 28 0.5790
ho-oh-n4 62.546 106.630   # SOURCE3 3 0.2770
ho-oh-n 63.907 101.290   # SOURCE3_SOURCE5 114 1.0315
ho-oh-na 63.538 104.370   # SOURCE3_SOURCE5 16 0.9188
ho-oh-nh 63.021 102.770   # SOURCE4_SOURCE5 57 0.7554
ho-oh-no 63.640 102.170   # SOURCE3 1
ho-oh-o 59.432 100.870   # SOURCE3 1
ho-oh-oh 62.055 98.720   # SOURCE3 2
ho-oh-os 62.321 99.680   # SOURCE4_SOURCE5 45 0.3142
ho-oh-p2 58.567 109.450   # SOURCE3 8 3.3491
ho-oh-p3 56.437 110.640   # SOURCE3 3 0.5191
ho-oh-p4 57.939 110.190   # SOURCE3 4 0.2372
ho-oh-p5 58.997 110.080   # SOURCE3_SOURCE5 1074 1.1258
ho-oh-py 58.835 110.490   # SOURCE3_SOURCE5 115 1.4927
ho-oh-s4 44.189 106.850   # SOURCE4_SOURCE5 28 0.5669
ho-oh-s 42.242 100.150   # SOURCE3 2
ho-oh-s6 45.957 107.260   # SOURCE3_SOURCE5 180 0.7965
ho-oh-sh 44.429 106.240   # SOURCE3 2 0.0661
ho-oh-ss 44.367 107.110   # SOURCE3_SOURCE5 12 1.0472
ho-oh-sy 45.671 106.420   # SOURCE4_SOURCE5 121 0.3216
br-os-br 67.436 110.630   # SOURCE3 1
c1-os-c1 71.202 115.020   # SOURCE3 1
c1-os-c3 68.518 113.390   # SOURCE3 1
c2-os-c2 69.600 113.140   # SOURCE3 6 2.1932
c2-os-c3 66.993 115.590   # SOURCE3_SOURCE5 149 2.3501
c2-os-ca 67.843 118.200   # SOURCE3_SOURCE5 13 0.6779
c2-os-n2 83.963 118.130   # SOURCE3 1
c2-os-na 88.073 103.850   # SOURCE3 4 0.6297
c2-os-os 87.781 102.770   # SOURCE3 1
c2-os-p5 82.312 126.370   # SOURCE4 7 1.7939
c2-os-ss 66.609 108.130   # SOURCE3 1
c3-os-c3 66.293 112.480   # SOURCE4_SOURCE5 4012 1.7399
c3-os-ca 66.103 117.960   # SOURCE4_SOURCE5 7354 1.4497
c3-os-cc 66.432 117.370   # CORR_SOURCE5 411 1.1548
c3-os-cd 66.432 117.370   # CORR_SOURCE5 411 1.1548
c3-os-ce 66.603 116.090   # CORR_SOURCE5 59 1.9942
c3-os-cf 66.603 116.090   # CORR_SOURCE5 59 1.9942
c3-os-cl 71.832 110.500   # SOURCE2 1
c3-os-cy 66.337 111.750   # SOURCE4_SOURCE5 19 0.7990
c3-os-i 59.723 113.700   # SOURCE3 1
c3-os-n1 85.969 113.500   # HF/6-31G* 1
c3-os-n2 85.118 109.230   # SOURCE3_SOURCE5 93 0.8090
c3-os-n3 83.747 109.830   # SOURCE4_SOURCE5 46 1.7350
c3-os-n4 84.065 110.500   # SOURCE3 3 0.5426
c3-os-n 84.730 109.680   # SOURCE4_SOURCE5 42 0.9897
c3-os-na 83.212 110.980   # SOURCE3_SOURCE5 17 1.2781
c3-os-nc 83.792 112.730   # SOURCE3 2 1.0358
c3-os-nd 83.792 112.730   # SOURCE3 2
c3-os-nh 84.502 109.790   # SOURCE4_SOURCE5 22 0.2157
c3-os-no 82.802 113.890   # SOURCE4_SOURCE5 112 0.3140
c3-os-o 84.510 103.000   # SOURCE3 1
c3-os-oh 83.965 108.110   # SOURCE4_SOURCE5 34 0.5701
c3-os-os 83.957 107.370   # SOURCE3_SOURCE5 55 0.9835
c3-os-p2 86.122 115.470   # SOURCE3 8 2.6374
c3-os-p3 81.943 117.510   # SOURCE3_SOURCE5 11 0.9552
c3-os-p4 83.257 117.480   # SOURCE3 4 0.3850
c3-os-p5 83.251 119.540   # SOURCE3_SOURCE5 665 1.1338
c3-os-py 83.113 119.570   # SOURCE3_SOURCE5 59 1.1952
c3-os-s4 64.572 113.210   # SOURCE3_SOURCE5 18 1.1865
c3-os-s6 65.683 115.870   # SOURCE4_SOURCE5 144 1.2750
c3-os-s 62.691 109.550   # SOURCE3 1
c3-os-sh 65.257 112.820   # SOURCE3 1
c3-os-ss 64.028 114.010   # SOURCE3_SOURCE5 8 0.2853
ca-os-ca 67.119 119.890   # SOURCE4_SOURCE5 312 1.5712
ca-os-cc 69.301 113.080   # CORR_SOURCE5 343 1.5098
ca-os-cd 69.301 113.080   # CORR_SOURCE5 343 1.5098
ca-os-n3 84.583 112.190   # SOURCE3 1
ca-os-na 85.998 108.240   # SOURCE3 1
ca-os-nc 86.989 109.320   # SOURCE3_SOURCE5 7 0.0434
ca-os-nd 86.989 109.320   # SOURCE3_SOURCE5 7 0.0434
ca-os-p5 83.193 123.180   # SOURCE4_SOURCE5 136 1.2191
ca-os-s6 66.238 117.180   # SOURCE4_SOURCE5 46 1.0420
c-os-c2 68.118 118.220   # SOURCE4_SOURCE5 22 0.6933
c-os-c3 66.906 115.980   # SOURCE3_SOURCE5 2731 1.0103
c-os-c 67.462 120.640   # SOURCE4 7 1.5114
c-os-ca 67.041 121.150   # SOURCE4_SOURCE5 731 1.7389
c-os-cc 67.659 119.620   # SOURCE3 5 6.0675
cc-os-cc 71.537 106.720   # CORR_SOURCE5 406 0.7345
cc-os-cd 67.837 118.680   # SOURCE4_SOURCE5 49 2.2289
c-os-cd 67.659 119.620   # SOURCE3 5 6.0675
cc-os-na 84.874 111.660   # SOURCE3 28 4.1343
cc-os-nc 87.598 108.370   # SOURCE3_SOURCE5 148 0.8594
cc-os-os 85.382 108.470   # SOURCE3 2
cc-os-ss 63.313 119.590   # SOURCE3 1
c-os-cy 75.270 91.100   # SOURCE3 2 0.0155
cd-os-cd 71.537 106.720   # CORR_SOURCE5 406 0.7345
cd-os-na 84.874 111.660   # SOURCE3 28 4.1343
cd-os-nd 87.598 108.370   # SOURCE3_SOURCE5 148 0.8594
cd-os-os 85.382 108.470   # SOURCE3 2
cd-os-ss 63.313 119.590   # SOURCE3 1
cl-os-cl 80.567 110.760   # SOURCE3 2
c-os-n2 86.219 112.120   # SOURCE4_SOURCE5 16 0.1285
c-os-n 85.927 112.240   # SOURCE4_SOURCE5 17 0.6206
c-os-oh 85.021 110.500   # SOURCE3 1
c-os-os 84.800 110.200   # SOURCE4_SOURCE5 22 1.3187
c-os-p5 83.749 122.130   # SOURCE4_SOURCE5 11 0.5685
c-os-sy 65.179 113.490   # SOURCE3 1
cx-os-cx 89.127 61.780   # SOURCE4_SOURCE5 379 0.2104
cx-os-n 114.351 59.990   # SOURCE3 1
cx-os-os 115.519 56.520   # SOURCE3 2
cy-os-cy 72.980 91.860   # SOURCE2_SOURCE5 16 1.0042
f-os-f 112.297 103.300   # SOURCE2 1
f-os-os 105.904 109.500   # SOURCE2 1
i-os-i 65.023 115.670   # SOURCE3 1
n1-os-n1 111.016 117.790   # HF/6-31G* 1
n2-os-n2 108.962 106.830   # SOURCE3 1
n2-os-s6 84.516 111.300   # SOURCE4_SOURCE5 14 0.5651
n3-os-n3 106.985 104.880   # SOURCE3 1
n4-os-n4 103.723 114.680   # SOURCE3 1
na-os-na 104.414 109.590   # SOURCE3 1
na-os-ss 83.603 104.340   # SOURCE3 1
nc-os-nc 106.078 112.750   # SOURCE2_SOURCE5 12 0.7540
nc-os-ss 81.743 110.970   # SOURCE3 1
nd-os-nd 106.078 112.750   # SOURCE2_SOURCE5 12 0.7540
nd-os-ss 81.743 110.970   # SOURCE3 1
nh-os-nh 107.169 108.290   # SOURCE3 1
n-os-n 107.646 108.310   # SOURCE3 1
no-os-no 105.015 111.860   # SOURCE3 1
n-os-s6 83.504 113.630   # SOURCE4_SOURCE5 13 0.1799
o-os-o 97.999 114.680   # SOURCE3 1
p2-os-p2 112.427 120.020   # SOURCE3 1
p2-os-p5 117.003 107.860   # SOURCE3 1
p3-os-p3 105.094 121.220   # SOURCE3 1
p3-os-py 114.455 105.580   # SOURCE3 1
p5-os-p5 106.787 126.250   # SOURCE3 1
s4-os-s4 65.797 111.630   # SOURCE3 1
s6-os-s6 66.445 119.070   # SOURCE3 2 0.4318
sh-os-sh 64.549 118.950   # SOURCE3 1
s-os-s 60.143 118.080   # SOURCE3 1
ss-os-ss 64.198 115.640   # SOURCE3 1
br-p2-br 50.367 108.600   # SOURCE3 1
br-p2-c2 49.320 102.320   # SOURCE3 2 0.0146
br-p2-n2 61.779 103.330   # SOURCE3 1
br-p2-o 59.925 110.870   # SOURCE3 1
br-p2-p2 63.559 115.460   # SOURCE3 4 7.8622
br-p2-s 50.714 110.520   # SOURCE3 1
c1-p2-c1 49.523 99.040   # SOURCE3 1
c1-p2-c2 50.326 101.290   # SOURCE3 1
c1-p2-n2 63.856 101.790   # SOURCE3 1
c1-p2-o 63.431 107.620   # SOURCE3 1
c1-p2-p2 68.223 99.540   # SOURCE3 1
c1-p2-s 51.746 105.900   # SOURCE3 1
c2-p2-c2 51.141 104.500   # SOURCE3 1
c2-p2-c3 48.776 101.900   # SOURCE3 4 0.1132
c2-p2-ca 49.013 101.950   # SOURCE3 1
c2-p2-cl 54.318 102.720   # SOURCE3 2
c2-p2-f 67.755 103.470   # SOURCE3 2 0.0136
c2-p2-hp 37.280 97.190   # SOURCE3 3 0.0216
c2-p2-i 44.010 101.940   # SOURCE3 2 0.0368
c2-p2-n2 66.728 99.880   # SOURCE3 1
c2-p2-n3 64.858 101.800   # SOURCE3 1
c2-p2-n4 60.347 98.260   # SOURCE3 6 0.1522
c2-p2-n 63.154 103.280   # SOURCE3 4 3.3113
c2-p2-na 62.619 103.990   # SOURCE3 8 1.6834
c2-p2-nh 63.638 105.170   # SOURCE3 8 0.8263
c2-p2-no 64.740 97.970   # SOURCE3 3 0.4175
c2-p2-o 63.763 115.160   # SOURCE3 1
c2-p2-oh 65.278 102.890   # SOURCE3 3 0.8191
c2-p2-os 66.578 102.120   # SOURCE3 4 0.8783
c2-p2-p2 70.059 99.560   # SOURCE3 1
c2-p2-p3 61.583 99.270   # SOURCE3 4 1.1590
c2-p2-p4 61.685 96.940   # SOURCE3 1
c2-p2-p5 61.450 97.610   # SOURCE3 1
c2-p2-s4 48.314 95.150   # SOURCE3 1
c2-p2-s6 48.407 95.510   # SOURCE3 1
c2-p2-s 53.268 105.530   # SOURCE3 1
c2-p2-sh 50.735 101.490   # SOURCE3 3 0.0057
c2-p2-ss 50.746 101.810   # SOURCE3 4 0.5883
c3-p2-c3 47.191 99.300   # SOURCE3 1
c3-p2-n2 62.233 100.820   # SOURCE3 1
c3-p2-o 61.561 106.720   # SOURCE3 1
c3-p2-os 62.459 101.340   # SOURCE3 1
c3-p2-p2 66.273 100.480   # SOURCE3 1
c3-p2-s 50.533 105.680   # SOURCE3 1
ca-p2-ca 47.481 99.700   # SOURCE3 1
ca-p2-n2 62.575 100.820   # SOURCE3 1
ca-p2-n 64.349 89.970   # SOURCE3 1
ca-p2-na 64.367 89.210   # SOURCE3 1
ca-p2-o 61.891 106.880   # SOURCE3 1
ca-p2-s 50.228 107.930   # SOURCE3 1
c-p2-c2 49.148 97.300   # SOURCE3 1
c-p2-c 48.369 90.100   # SOURCE3 1
ce-p2-o 62.381 107.440   # SOURCE3 1
ce-p2-s 51.184 105.540   # SOURCE3 1
cf-p2-o 62.381 107.440   # SOURCE3 1
cf-p2-s 51.184 105.540   # SOURCE3 1
cl-p2-cl 58.906 108.700   # SOURCE3 1
cl-p2-n2 68.360 103.380   # SOURCE3 1
cl-p2-o 66.726 110.570   # SOURCE3 1
cl-p2-p2 73.823 103.110   # SOURCE3 1
cl-p2-s 55.803 110.110   # SOURCE3 1
f-p2-f 88.550 107.100   # SOURCE3 1
f-p2-n2 86.735 103.570   # SOURCE3 1
f-p2-o 86.673 110.610   # SOURCE3 1
f-p2-p2 89.962 103.480   # SOURCE3 1
f-p2-s 66.939 114.710   # SOURCE3 2 5.2794
hp-p2-hp 27.644 98.760   # SOURCE3 1
hp-p2-n1 46.969 95.180   # SOURCE3 2 1.5708
hp-p2-n2 48.480 95.540   # SOURCE3 19 4.7352
hp-p2-ne 48.264 100.100   # SOURCE3 14 6.1290
hp-p2-nf 48.264 100.100   # SOURCE3 14
hp-p2-o 48.141 105.580   # SOURCE3 1
hp-p2-p2 47.796 101.880   # SOURCE3 27 12.9535
hp-p2-p4 40.954 94.510   # SOURCE3 1
hp-p2-p5 42.165 89.070   # SOURCE3 1
hp-p2-pe 47.048 97.250   # SOURCE3 16 8.8916
hp-p2-pf 47.048 97.250   # SOURCE3 16
hp-p2-s4 32.527 89.990   # SOURCE3 1
hp-p2-s 37.377 102.520   # SOURCE3 1
hp-p2-s6 33.031 88.130   # SOURCE3 1
i-p2-i 47.836 104.160   # SOURCE3 1
i-p2-n2 55.025 101.770   # SOURCE3 1
i-p2-o 52.674 109.510   # SOURCE3 1
i-p2-p2 60.877 102.630   # SOURCE3 1
i-p2-s 45.705 110.600   # SOURCE3 1
n1-p2-n1 87.795 86.220   # HF/6-31G* 1
n2-p2-n2 86.095 98.000   # SOURCE3 1
n2-p2-n3 83.297 100.420   # SOURCE3 1
n2-p2-n4 78.374 93.420   # SOURCE3 1
n2-p2-na 80.458 102.030   # SOURCE3 1
n2-p2-nh 82.457 101.870   # SOURCE3 2 0.8491
n2-p2-no 82.358 98.120   # SOURCE3 1
n2-p2-o 81.674 115.340   # SOURCE3 1
n2-p2-oh 80.728 109.720   # SOURCE3 1
n2-p2-os 85.101 102.290   # SOURCE3 1
n2-p2-p3 77.520 99.510   # SOURCE3 1
n2-p2-p4 75.847 101.730   # SOURCE3 1
n2-p2-p5 79.007 93.680   # SOURCE3 1
n2-p2-s4 60.003 97.830   # SOURCE3 1
n2-p2-s6 60.149 98.140   # SOURCE3 1
n2-p2-s 65.491 112.940   # SOURCE3 1
n2-p2-sh 64.416 100.820   # SOURCE3 1
n2-p2-ss 64.240 101.760   # SOURCE3 1
n3-p2-n3 79.448 106.300   # SOURCE3 1
n3-p2-o 82.859 106.830   # SOURCE3 1
n3-p2-p2 87.256 100.580   # SOURCE3 1
n3-p2-s 66.611 105.750   # SOURCE3 1
n4-p2-n4 74.750 88.800   # SOURCE3 1
n4-p2-o 76.313 101.360   # SOURCE3 1
n4-p2-p2 82.466 96.530   # SOURCE3 1
n4-p2-s 61.808 104.980   # SOURCE3 1
na-p2-na 75.931 106.100   # SOURCE3 1
na-p2-o 80.149 107.460   # SOURCE3 1
na-p2-s 64.498 108.150   # SOURCE3 1
ne-p2-o 85.784 107.710   # SOURCE3 1
ne-p2-s 68.411 105.500   # SOURCE3 1
nf-p2-o 85.784 107.710   # SOURCE3 1
nf-p2-s 68.411 105.500   # SOURCE3 1
nh-p2-nh 79.891 104.000   # SOURCE3 1
nh-p2-o 82.088 108.110   # SOURCE3 2 0.6773
nh-p2-p2 84.120 107.730   # SOURCE3 3 3.1678
nh-p2-s 65.274 109.620   # SOURCE3 2 1.7725
n-p2-n2 82.195 98.850   # SOURCE3 1
n-p2-o 81.559 105.080   # SOURCE3 1
no-p2-no 79.425 98.200   # SOURCE3 1
no-p2-o 81.482 104.870   # SOURCE3 1
no-p2-p2 82.518 108.570   # SOURCE3 3 8.2121
no-p2-s 64.423 109.060   # SOURCE3 2 5.4074
n-p2-p2 85.198 102.120   # SOURCE3 1
n-p2-s 63.562 112.340   # SOURCE3 1
oh-p2-oh 83.880 100.100   # SOURCE3 1
oh-p2-p2 85.099 107.820   # SOURCE3 2 2.6708
oh-p2-s 66.041 109.750   # SOURCE3 1
o-p2-o 82.822 119.960   # SOURCE3 1
o-p2-oh 82.704 110.460   # SOURCE3 1
o-p2-os 85.052 108.810   # SOURCE3 1
o-p2-p2 84.879 114.230   # SOURCE3 1
o-p2-p3 75.364 106.690   # SOURCE3 1
o-p2-p4 75.313 104.370   # SOURCE3 1
o-p2-p5 75.237 104.490   # SOURCE3 1
o-p2-pe 72.675 145.960   # SOURCE3 1
o-p2-pf 72.675 145.960   # SOURCE3 1
o-p2-s4 57.795 106.590   # SOURCE3 1
o-p2-s6 58.473 105.040   # SOURCE3 1
o-p2-s 65.598 117.420   # SOURCE3 1
o-p2-sh 62.592 109.600   # SOURCE3 1
os-p2-os 87.712 98.300   # SOURCE3 1
os-p2-p2 88.869 101.460   # SOURCE3 1
o-p2-ss 62.723 109.600   # SOURCE3 1
os-p2-s 67.319 108.470   # SOURCE3 3 1.7065
p2-p2-n2 90.057 97.400   # SOURCE3 1
p2-p2-p3 83.101 101.730   # SOURCE3 1
p2-p2-p4 82.238 101.980   # SOURCE3 1
p2-p2-p5 83.299 99.330   # SOURCE3 1
p2-p2-s4 65.891 95.730   # SOURCE3 1
p2-p2-s6 66.042 95.950   # SOURCE3 1
p2-p2-s 69.717 111.280   # SOURCE3 1
p2-p2-sh 64.935 113.940   # SOURCE3 3 8.5009
p3-p2-p3 77.638 101.000   # SOURCE3 1
p3-p2-s 61.492 113.280   # SOURCE3 2 6.7035
p4-p2-s 63.615 103.890   # SOURCE3 1
p5-p2-p5 81.461 89.400   # SOURCE3 1
p5-p2-s 64.429 101.210   # SOURCE3 1
pe-p2-s 69.635 106.350   # SOURCE3 1
pf-p2-s 69.635 106.350   # SOURCE3 1
s4-p2-s4 50.406 85.300   # SOURCE3 1
s6-p2-s6 47.194 98.200   # SOURCE3 1
sh-p2-sh 52.119 98.500   # SOURCE3 1
s-p2-s 55.726 106.600   # SOURCE3 1
s-p2-s4 49.051 105.290   # SOURCE3 1
s-p2-s6 48.843 106.930   # SOURCE3 1
s-p2-sh 51.478 110.730   # SOURCE3 2 0.0232
s-p2-ss 50.784 114.140   # SOURCE3 4 5.9223
ss-p2-ss 52.411 97.900   # SOURCE3 1
br-p3-br 51.098 103.540   # SOURCE3 1
br-p3-hp 32.984 96.360   # SOURCE3 4 0.6701
c1-p3-c1 48.612 100.500   # SOURCE3 1
c1-p3-f 66.318 96.900   # SOURCE2 1
c1-p3-hp 34.779 97.670   # SOURCE3 2
c2-p3-c2 47.149 101.770   # SOURCE3 3
c2-p3-hp 34.073 97.850   # SOURCE3 4
c3-p3-c3 47.098 99.350   # SOURCE3_SOURCE5 108 0.9814
c3-p3-ca 46.899 101.940   # SOURCE3 2
c3-p3-cl 54.343 99.890   # SOURCE3 1
c3-p3-f 64.355 97.800   # SOURCE2 1
c3-p3-hp 33.769 97.480   # SOURCE3_SOURCE5 20 0.3444
c3-p3-n2 61.301 96.550   # SOURCE3 2
c3-p3-n3 60.308 101.410   # SOURCE3_SOURCE5 22 1.5604
c3-p3-n4 59.355 96.940   # SOURCE3 6 0.4815
c3-p3-n 59.620 101.770   # SOURCE3 12 2.4449
c3-p3-na 60.213 100.170   # SOURCE3 4 0.0554
c3-p3-nh 59.410 104.500   # SOURCE3 2
c3-p3-no 59.922 96.980   # SOURCE3 2
c3-p3-o 60.035 111.670   # SOURCE3 28 5.3387
c3-p3-oh 62.034 98.210   # SOURCE3 2
c3-p3-os 61.657 99.530   # SOURCE3 3 1.7678
c3-p3-p3 58.575 99.880   # SOURCE3_SOURCE5 26 1.6230
c3-p3-p5 58.297 100.900   # SOURCE3 10 2.7070
c3-p3-s4 47.756 98.880   # SOURCE3 8 6.2235
c3-p3-s6 47.355 101.180   # SOURCE3 12 6.4536
c3-p3-sh 47.131 98.710   # SOURCE3 2
c3-p3-ss 47.137 99.370   # SOURCE3 2
ca-p3-ca 47.814 99.860   # SOURCE3 1
ca-p3-hp 34.261 97.500   # SOURCE3 2
c-p3-c3 47.331 97.060   # SOURCE3 3 1.1490
c-p3-c 46.120 100.900   # SOURCE3 1
c-p3-hp 33.554 96.550   # SOURCE3 6 0.5223
cl-p3-cl 62.437 102.820   # SOURCE3 1
cl-p3-f 72.784 99.200   # SOURCE2 1
cl-p3-hp 38.308 96.300   # SOURCE3 3 0.6203
c-p3-os 67.637 81.320   # SOURCE3 1
cx-p3-hp 34.036 95.200   # SOURCE2 1
f-p3-f 90.383 97.400   # SOURCE2 8 1.6636
f-p3-hp 48.664 96.410   # SOURCE3 2
f-p3-n3 83.292 100.600   # SOURCE2 1
f-p3-os 85.509 99.230   # SOURCE2_SOURCE5 5 0.5316
f-p3-p3 77.745 97.200   # SOURCE2 1
hp-p3-hp 26.638 95.220   # SOURCE3_SOURCE5 51 2.1059
hp-p3-i 29.813 96.190   # SOURCE3 4 0.6454
hp-p3-n1 47.221 92.980   # HF/6-31G* 1
hp-p3-n2 43.917 98.280   # SOURCE3 10 1.8860
hp-p3-n3 45.466 94.460   # SOURCE3 2
hp-p3-n4 42.822 93.210   # SOURCE3 2
hp-p3-n 44.516 95.150   # SOURCE3 2
hp-p3-na 44.183 97.270   # SOURCE3 12 0.9318
hp-p3-nh 45.553 94.100   # SOURCE3 2
hp-p3-no 43.557 93.060   # SOURCE3 2
hp-p3-o 48.052 101.020   # SOURCE3 2
hp-p3-oh 46.151 95.950   # SOURCE3 2
hp-p3-os 45.868 97.350   # SOURCE3 6 2.8326
